Iteration                Wall_Time                Samples                  Train_Return             Test_Return              State_Mean               State_Std                Goal_Mean                Goal_Std                 Exp_Rate                 Exp_Noise                Exp_Temp                 Critic_Loss              Critic_Stepsize          Actor_Loss               Actor_Stepsize           Clip_Frac                Adv_Mean                 Adv_Std                  
0                        0.0016665258672502305    4367                     6.692762498913586        6.859194111412112        0.08623932480852717      0.9347686057476138       0.48166317692058425      0.08246798456657521      0.9999523625             0.05                     0.09997258141024068      0.10924521402193932      0.01                     0.4487641257001087       2.5e-06                  0.587890625              -4.376318                4.012679                 
200                      0.28656661404503714      871459                   11.756703545971398       26.50641784242902        0.06812974228498465      0.8429128997324608       0.4997724024627682       0.04429786302380595      0.9891135625             0.05                     0.09392558447547014      0.002477841296013139     0.01                     0.3025531847961247       2.5e-06                  0.1220703125             0.021083247              0.5909769                
400                      0.5700822091764874       1744579                  12.907372361068163       33.226019446404464       0.07420202965398504      0.8403372609787587       0.4997657773927494       0.04425684324100827      0.9781995625000001       0.05000000000000001      0.08820615807037309      0.0020354698044684483    0.01                     0.29251265147468075      2.5e-06                  0.115966796875           0.027776036              0.68834084               
600                      0.8522211940420998       2614426                  13.150302259562963       41.278824263281855       0.07420202965398504      0.8403372609787587       0.4997657773927494       0.04425684324100827      0.967326475              0.05                     0.08285451653460715      0.001751591935885699     0.01                     0.29496061976533383      2.5e-06                  0.154296875              -0.33372205              1.123428                 
800                      1.1311020709408655       3482915                  13.224489073476182       46.247704695178285       0.07420202965398504      0.8403372609787587       0.4997657773927494       0.04425684324100827      0.9564703625             0.05                     0.07783517501008823      0.0012948125664706822    0.01                     0.2858583938796073       2.5e-06                  0.159423828125           0.03230527               0.44500118               
1000                     1.409083189368248        4348687                  13.650676761640225       51.064445836984476       0.07420202965398504      0.8403372609787587       0.4997657773927494       0.04425684324100827      0.9456482125             0.05                     0.07313420272031586      0.0013136933537793993    0.01                     0.29536816640757024      2.5e-06                  0.1650390625             0.07624317               0.5621732                
1200                     1.692223954598109        5224796                  13.62312959772885        56.043577120466125       0.07420202965398504      0.8403372609787587       0.4997657773927494       0.04425684324100827      0.93469685               0.05                     0.06866605942102287      0.001245519108579174     0.01                     0.2981150414561853       2.5e-06                  0.147216796875           0.05274888               0.36594623               
1400                     1.9861618916855919       6125658                  13.793288728921212       63.26353809447332        0.07420202965398504      0.8403372609787587       0.4997657773927494       0.04425684324100827      0.923436075              0.05                     0.06435616959656174      0.0011356866243090735    0.01                     0.2914433205733076       2.5e-06                  0.16259765625            0.030144524              0.4060557                
1600                     2.2755760331286323       7015589                  14.669852952986204       108.03356360073914       0.07420202965398504      0.8403372609787587       0.4997657773927494       0.04425684324100827      0.9123123375000001       0.05000000000000001      0.06036439381311135      0.0008653756233343302    0.01                     0.2946083912393078       2.5e-06                  0.16357421875            0.055126894              0.36574167               
1800                     2.5656441637542513       7906901                  15.404588833354529       98.01542275160675        0.07420202965398504      0.8403372609787587       0.4997657773927494       0.04425684324100827      0.9011675375             0.05                     0.05661334862574135      0.001169168450729785     0.01                     0.29612763930344954      2.5e-06                  0.169921875              -0.06621418              0.4816938                
2000                     2.8526769595013723       8779851                  16.096940532369494       102.22125863778163       0.07420202965398504      0.8403372609787587       0.4997657773927494       0.04425684324100827      0.8902598625             0.05                     0.053167918259543        0.0015130924795063465    0.01                     0.28197854921660004      2.5e-06                  0.21737132352941174      0.16078998               0.445912                 
2200                     3.1461256910032698       9659877                  16.99082235066163        158.19321097644755       0.07420202965398504      0.8403372609787587       0.4997657773927494       0.04425684324100827      0.8792599375             0.05                     0.04990566462675777      0.002292929537682486     0.01                     0.28174640068455653      2.5e-06                  0.15441176470588236      -0.03514712              0.48058665               
2400                     3.444832445449299        10555465                 19.02378504343313        160.11271951170124       0.07420202965398504      0.8403372609787587       0.4997657773927494       0.04425684324100827      0.8680658875             0.05                     0.04679125770216764      0.0016301703341620546    0.01                     0.29399454433264005      2.5e-06                  0.1840277777777778       0.12809886               0.38162407               
2600                     3.7413331743081413       11440487                 21.08353433088964        193.39460434606434       0.07420202965398504      0.8403372609787587       0.4997657773927494       0.04425684324100827      0.8569991124999999       0.05                     0.04390336226736053      0.0017542756562534123    0.01                     0.29630640958203003      2.5e-06                  0.172119140625           0.03740853               0.6418604                
2800                     4.035422305199835        12314965                 23.197582040500393       260.6100604930373        0.07420202965398504      0.8403372609787587       0.4997657773927494       0.04425684324100827      0.8460687375             0.05                     0.041226061210986466     0.0025694819573800487    0.01                     0.2854968251194805       2.5e-06                  0.176025390625           0.1371879                0.5809614                
3000                     4.335197900070084        13197521                 26.390243971464482       279.3727585638993        0.07420202965398504      0.8403372609787587       0.4997657773927494       0.04425684324100827      0.8350375875             0.05                     0.03868957586159741      0.002531355722567241     0.01                     0.28378154803067446      2.5e-06                  0.1787109375             -0.09850251              0.5159315                
3200                     4.637683946490288        14083366                 30.793043710048295       330.838800901741         0.07420202965398504      0.8403372609787587       0.4997657773927494       0.04425684324100827      0.823965525              0.05                     0.03630060076079471      0.0023761472057231003    0.01                     0.27861923056052007      2.5e-06                  0.17348345588235292      0.22153516               0.559469                 
3400                     4.942551416489813        14970102                 34.73796272361311        392.4030308064558        0.07420202965398504      0.8403372609787587       0.4997657773927494       0.04425684324100827      0.812882725              0.05                     0.03405703318346132      0.0033662371212866515    0.01                     0.2984685631030623       2.5e-06                  0.22426470588235295      0.07695596               0.569534                 
3600                     5.247254433896806        15853608                 41.18484367332959        394.24805871655644       0.07420202965398504      0.8403372609787587       0.4997657773927494       0.04425684324100827      0.8018403000000001       0.05000000000000001      0.0319595569402995       0.0024828481159602234    0.01                     0.30920116062043235      2.5e-06                  0.159423828125           0.2417506                0.5980575                
3800                     5.54799652742015         16724313                 45.26071221644403        418.42126467258754       0.07420202965398504      0.8403372609787587       0.4997657773927494       0.04425684324100827      0.7909580500000001       0.05000000000000001      0.030018924255029136     0.0030999661099294345    0.01                     0.3033094162023381       2.5e-06                  0.1864720394736842       -0.074356444             0.56991315               
4000                     5.856009104251862        17608512                 54.2468341270487         472.4720542895233        0.07420202965398504      0.8403372609787587       0.4997657773927494       0.04425684324100827      0.7799075999999999       0.05                     0.02816884240007581      0.002996342112965067     0.01                     0.28849713400834137      2.5e-06                  0.20182291666666669      0.2864413                0.48008198               
