Iteration                Wall_Time                Samples                  Train_Return             Test_Return              State_Mean               State_Std                Goal_Mean                Goal_Std                 Exp_Rate                 Exp_Noise                Exp_Temp                 Critic_Loss              Critic_Stepsize          Actor_Loss               Actor_Stepsize           Clip_Frac                Adv_Mean                 Adv_Std                  
0                        0.0010349667072296143    4312                     4.609793553623171        5.768107870283371        0.08984353294864021      1.0004955102455793       0                        0                        0.999952775              0.05                     0.09997281879950369      0.093509061694931        0.01                     0.4048482896760106       2.5e-06                  0.620849609375           -4.8314176               4.3424554                
200                      0.17203839507367877      871302                   8.705985701354104        15.82381770990788        0.12449288298311117      0.8377641294393151       0                        0                        0.989115525              0.05                     0.0939266455642498       0.0015660664201959662    0.01                     0.2891380398068577       2.5e-06                  0.138671875              0.0032911943             0.5156949                
400                      0.3423670324352052       1744422                  9.48693985026545         22.565497334314593       0.12333464572994299      0.8328401994833313       0                        0                        0.978201525              0.05                     0.0882071545460953       0.0022002062058845695    0.01                     0.2868007042561658       2.5e-06                  0.154296875              -0.006545551             0.6137862                
600                      0.5104259345928828       2613700                  9.727283047384136        26.213698772998047       0.12333464572994299      0.8328401994833313       0                        0                        0.9673355499999999       0.049999999999999996     0.0828588449592645       0.0025395392517566506    0.01                     0.3001144714653492       2.5e-06                  0.199951171875           -0.02319289              0.5650083                
800                      0.6782294733656777       3485987                  9.667895358561722        41.5299875832353         0.12333464572994299      0.8328401994833313       0                        0                        0.9564319625             0.05                     0.07781797158863656      0.0025987037099639565    0.01                     0.2948992877500132       2.5e-06                  0.142822265625           0.023935938              0.5584106                
1000                     0.8444291545285119       4349574                  10.162587746591429       34.353578240626234       0.12333464572994299      0.8328401994833313       0                        0                        0.945637125              0.05                     0.0731295350948335       0.002221625928314097     0.01                     0.2980578043498099       2.5e-06                  0.245849609375           -0.11117104              0.6656316                
1200                     1.0095590931177139       5207721                  9.934743235655386        41.28897852669974        0.12333464572994299      0.8328401994833313       0                        0                        0.9349102874999999       0.049999999999999996     0.06875047748188871      0.0023803586553867717    0.01                     0.2880336804664694       2.5e-06                  0.191162109375           -0.0063502137            0.5700684                
1400                     1.178761065337393        6067775                  10.209901069130783       46.61503193066976        0.12333464572994299      0.8328401994833313       0                        0                        0.9241596125             0.05                     0.06462477309546509      0.002808980456165955     0.01                     0.27911791612859815      2.5e-06                  0.162109375              0.14938281               0.45462403               
1600                     1.3501913666725158       6955445                  11.083067137504345       64.99142793189023        0.12333464572994299      0.8328401994833313       0                        0                        0.9130641374999999       0.05                     0.06062619942491237      0.0018717048791359048    0.01                     0.2961805877275765       2.5e-06                  0.222412109375           0.035250228              0.3857427                
1800                     1.5222257885668014       7849144                  11.203645420820527       57.54769535830409        0.12333464572994299      0.8328401994833313       0                        0                        0.9018895                0.05                     0.05684912047340799      0.0022415290302433277    0.01                     0.27719756751321256      2.5e-06                  0.185791015625           -0.27468047              1.0069444                
