Iteration                Wall_Time                Samples                  Train_Return             Test_Return              State_Mean               State_Std                Goal_Mean                Goal_Std                 Exp_Rate                 Exp_Noise                Exp_Temp                 Critic_Loss              Critic_Stepsize          Actor_Loss               Actor_Stepsize           Clip_Frac                Adv_Mean                 Adv_Std                  
0                        0.0010239826970630222    4282                     7.309284381525817        6.672428766564801        0.08892534604185305      0.9734522327880176       0                        0                        0.9999535875000001       0.05000000000000001      0.09997328638606431      0.0632066710095387       0.01                     0.42757304600672796      2.5e-06                  0.662841796875           -3.0628886               3.6836925                
200                      0.18511342167854308      871477                   14.109486941850392       29.173199126307463       0.2635207324013704       0.9242502308763796       0                        0                        0.9891133375             0.05                     0.09392546282274544      0.003524063334452876     0.01                     0.2929175617173314       2.5e-06                  0.117431640625           0.04086052               0.6553759                
400                      0.3669188744492001       1744597                  14.173814495833568       34.02062504227701        0.2681674539212616       0.9237584378749709       0                        0                        0.9781993375             0.05                     0.0882060438254682       0.0027593361971867125    0.01                     0.29268481372855604      2.5e-06                  0.16943359375            -0.056884225             0.5457641                
600                      0.5487750681241353       2617717                  14.191991410893827       38.55046812996107        0.2681674539212616       0.9237584378749709       0                        0                        0.9672853375             0.05                     0.08283489837067165      0.003076718215652363     0.01                     0.2945718658156693       2.5e-06                  0.18408203125            -0.077401236             0.48980364               
800                      0.7321495105160607       3492197                  14.411679583232502       41.04514087990073        0.2681674539212616       0.9237584378749709       0                        0                        0.9563543375             0.05                     0.07778320675230131      0.0010866074827617922    0.01                     0.30715502239763737      2.5e-06                  0.213623046875           -0.14113607              0.40924087               
1000                     0.9176681567562951       4371845                  14.490820101618128       49.605961316625475       0.2681674539212616       0.9237584378749709       0                        0                        0.9453587375             0.05                     0.07301243687228647      0.0020184498148410057    0.01                     0.2900552009232342       2.5e-06                  0.2294921875             0.024397438              0.43830624               
1200                     1.107637967997127        5257748                  14.6575803150077         50.457277153874294       0.2681674539212616       0.9237584378749709       0                        0                        0.93428495               0.05                     0.06850343908988693      0.0005833665104262309    0.01                     0.28526944236364216      2.5e-06                  0.242919921875           0.057515357              0.27376103               
1400                     1.3017834177282122       6145006                  14.908200512274604       56.29161121995453        0.2681674539212616       0.9237584378749709       0                        0                        0.923194225              0.05                     0.06426663524365599      0.0010761745909348974    0.01                     0.2769696518080309       2.5e-06                  0.20947265625            -0.012149919             0.2692384                
1600                     1.4963666234413784       7036382                  15.874849759143897       37.40162421080421        0.2681674539212616       0.9237584378749709       0                        0                        0.9120524249999999       0.05                     0.06027414554891714      0.0006026908484102478    0.01                     0.27562219731044024      2.5e-06                  0.225830078125           -0.007928066             0.20606153               
1800                     1.6939964877896838       7927307                  16.8065477659312         38.92473992820978        0.2681674539212616       0.9237584378749709       0                        0                        0.9009124625             0.05                     0.05653028256186481      0.0011917154827045806    0.01                     0.29883418895769864      2.5e-06                  0.278076171875           0.052017108              0.312471                 
2000                     1.889702280892266        8800020                  17.81221700171723        45.66992026128903        0.2681674539212616       0.9237584378749709       0                        0                        0.89000775               0.05                     0.05309081288873196      0.0007396611031253997    0.01                     0.29002177649561095      2.5e-06                  0.28262867647058826      -0.06461057              0.4311239                
2200                     2.0902031531598833       9683076                  18.782242556267335       42.02794557562413        0.2681674539212616       0.9237584378749709       0                        0                        0.87896995               0.05                     0.04982242648331409      0.0013999937158426772    0.01                     0.30967345647513866      2.5e-06                  0.26700367647058826      -0.004507285             0.20214142               
2400                     2.2946632172001733       10578660                 20.23470678677095        65.78540074641005        0.2681674539212616       0.9237584378749709       0                        0                        0.8677759500000001       0.05000000000000001      0.04671322755347184      0.00040748631631181017   0.01                     0.2868457218735582       2.5e-06                  0.275390625              -0.07478298              0.27708757               
2600                     2.497245047092438        11463383                 23.313972064174393       106.58042507961034       0.2681674539212616       0.9237584378749709       0                        0                        0.8567129125             0.05                     0.04383109104384607      0.0009297214909054219    0.01                     0.2994426147197373       2.5e-06                  0.301025390625           -0.16806062              0.6403591                
2800                     2.6991626933548187       12337820                 26.40420581399246        111.48352165360316       0.2681674539212616       0.9237584378749709       0                        0                        0.84578305               0.05                     0.041158318633101834     0.0013365754088283666    0.01                     0.28866533760447055      2.5e-06                  0.2548828125             0.13945387               0.3458851                
3000                     2.9033918388022317       13219404                 31.086912221666005       101.09427730563615       0.2681674539212616       0.9237584378749709       0                        0                        0.83476425               0.05                     0.038628747340603356     0.0011397393476031807    0.01                     0.3040795274188413       2.5e-06                  0.29894301470588236      0.035463903              0.57930064               
3200                     3.109688103993734        14098713                 34.641387649148754       405.44315822428365       0.2681674539212616       0.9237584378749709       0                        0                        0.8237738875             0.05                     0.03626057768312711      0.0011997332892004875    0.01                     0.29998583626002073      2.5e-06                  0.3095128676470589       -0.16313137              0.62473696               
3400                     3.318994773692555        14985547                 40.78752315535549        330.7401342442646        0.2681674539212616       0.9237584378749709       0                        0                        0.8126896625000001       0.05000000000000001      0.0340192046826746       0.0014740951290364403    0.01                     0.30381368533434233      2.5e-06                  0.26999080882352944      -0.24867982              0.5773898                
3600                     3.5271100370089212       15866342                 46.38296810691026        185.32791125696605       0.2681674539212616       0.9237584378749709       0                        0                        0.801681125              0.05                     0.031930286291268054     0.0022610066226889103    0.01                     0.2913100231671706       2.5e-06                  0.2939453125             0.052220933              0.7680167                
3800                     3.7356085601117877       16738576                 53.172353623655916       347.2386660840971        0.2681674539212616       0.9237584378749709       0                        0                        0.7907797999999999       0.049999999999999996     0.02998813795004114      0.001495010890099174     0.01                     0.29926024024423803      2.5e-06                  0.3324424342105263       0.06005702               0.33409882               
4000                     3.947262169652515        17622609                 62.15009358260729        507.1705399841768        0.2681674539212616       0.9237584378749709       0                        0                        0.7797313875             0.05                     0.02814028352063461      0.0016502589659871268    0.01                     0.3048914753728442       2.5e-06                  0.2825520833333333       0.025393678              0.7585711                
4200                     4.159396516415808        18506074                 74.4953427710299         559.2759861639618        0.2681674539212616       0.9237584378749709       0                        0                        0.76868945               0.05                     0.02640727724224989      0.0012158618403104594    0.01                     0.3022105270287111       2.5e-06                  0.33165922619047616      -0.30022252              0.56875896               
4400                     4.372555130057865        19387225                 86.85678011724397        573.2404275138956        0.2681674539212616       0.9237584378749709       0                        0                        0.7576786875             0.05                     0.024785444890341648     0.001115293911804353     0.01                     0.2927344657687677       2.5e-06                  0.31228298611111116      -0.3105112               0.84211856               
4600                     4.585609227286445        20270799                 96.86995965709804        571.8218457334804        0.2681674539212616       0.9237584378749709       0                        0                        0.746635825              0.05                     0.023258920941603044     0.0009918182713157702    0.01                     0.29270389090691296      2.5e-06                  0.33407738095238093      -0.2595999               1.0524092                
4800                     4.797965116235945        21152849                 109.758438082526         579.3801805006167        0.2681674539212616       0.9237584378749709       0                        0                        0.735589825              0.05                     0.021826020687125327     0.0014890098767068594    0.01                     0.28749029227765277      2.5e-06                  0.31884765625            -0.30331123              0.67450935               
