Iteration                Wall_Time                Samples                  Train_Return             Test_Return              State_Mean               State_Std                Goal_Mean                Goal_Std                 Exp_Rate                 Exp_Noise                Exp_Temp                 Critic_Loss              Critic_Stepsize          Actor_Loss               Actor_Stepsize           Clip_Frac                Adv_Mean                 Adv_Std                  
0                        0.0025331823031107584    4358                     2.8091467254471816       3.9739325533723764       0.1546963157811923       1.809251575344804        1.0505571391205266       0.3347180442488179       0.9999521625             0.05                     0.09997246631261913      0.06134634936825023      0.01                     0.5274582839338109       1e-06                    0.68408203125            -3.0292742               4.1111083                
200                      0.43611714575025773      870081                   5.919097411625925        12.757357304552631       0.15056848803988698      1.4915931164274667       1.0286092443843895       0.3158845443581341       0.98913085               0.05                     0.0939349319309699       0.004506129577374154     0.01                     0.31301333432031025      1e-06                    0.09168198529411765      0.09211528               0.72822726               
400                      0.867718147304323        1730825                  5.861264420643158        104.0964466456897        0.15363158988455047      1.4857446422167706       1.0290284380306622       0.31587556631783426      0.9783714625             0.05                     0.0882934844334025       0.00419569755810217      0.01                     0.30889332305420847      1e-06                    0.0939797794117647       -0.15185916              0.82510835               
600                      1.3163938046826256       2592372                  6.779481857776363        149.35838106980844       0.15363158988455047      1.4857446422167706       1.0290284380306622       0.31587556631783426      0.9676021125000001       0.05                     0.08298608589988793      0.004120737733233802     0.01                     0.3153140453950447       1e-06                    0.10684742647058823      -0.063007094             1.1085682                
800                      1.7641935163736344       3453596                  7.776719991966871        204.82044935454627       0.15363158988455047      1.4857446422167706       1.0290284380306622       0.31587556631783426      0.9568369750000001       0.05000000000000001      0.07799961112921414      0.002947325098883833     0.01                     0.3142527897349175       1e-06                    0.06939338235294118      0.022665732              0.7015937                
1000                     2.212540516257286        4309908                  7.21103082318275         207.58097490993234       0.15363158988455047      1.4857446422167706       1.0290284380306622       0.31587556631783426      0.94613295               0.05                     0.07333855943400487      0.0029133353906645957    0.01                     0.31171807142741537      1e-06                    0.07329963235294118      -0.05916493              0.6219593                
1200                     2.644876230756442        5157752                  8.008601612010068        215.24540895160993       0.15363158988455047      1.4857446422167706       1.0290284380306622       0.31587556631783426      0.9355348                0.05                     0.06899807907009509      0.0037069000011342723    0.01                     0.3061365666799247       1e-06                    0.0576171875             -0.15440433              0.98063475               
1400                     3.140805652803845        5995821                  7.4114799233748245       248.93838221034247       0.15363158988455047      1.4857446422167706       1.0290284380306622       0.31587556631783426      0.9250590375             0.05                     0.06496023595897941      0.003538392669042878     0.01                     0.30114767409395427      1e-06                    0.087890625              -0.029407758             0.59886384               
1600                     3.6460426629251903       6867665                  7.92855751953676         223.55945426698264       0.15363158988455047      1.4857446422167706       1.0290284380306622       0.31587556631783426      0.9141608875             0.05                     0.06101016770015525      0.002335801064532461     0.01                     0.31063578580506146      1e-06                    0.072509765625           0.024376877              0.76544005               
1800                     4.185326965914832        7728491                  8.298560588593963        249.95511773379323       0.15363158988455047      1.4857446422167706       1.0290284380306622       0.31587556631783426      0.9034003875             0.05                     0.05734571457148545      0.0017237347286709337    0.01                     0.31931247340980917      1e-06                    0.037353515625           0.16154823               0.39697587               
2000                     4.710473308497005        8585989                  8.571617062676605        266.9246846733916        0.15363158988455047      1.4857446422167706       1.0290284380306622       0.31587556631783426      0.892682375              0.05                     0.05391454413996709      0.002158292088578866     0.01                     0.31613067937467026      1e-06                    0.09765625               -0.019865623             0.75361913               
2200                     5.224017830755976        9443601                  9.571687999263093        240.48174141598648       0.15363158988455047      1.4857446422167706       1.0290284380306622       0.31587556631783426      0.8819625999999999       0.05                     0.05068815691288933      0.0019231016847376904    0.01                     0.30990436114370823      1e-06                    0.09650735294117646      0.1738205                0.5913333                
