Iteration                Wall_Time                Samples                  Train_Return             Test_Return              State_Mean               State_Std                Goal_Mean                Goal_Std                 Exp_Rate                 Exp_Noise                Exp_Temp                 Critic_Loss              Critic_Stepsize          Actor_Loss               Actor_Stepsize           Clip_Frac                Adv_Mean                 Adv_Std                  
0                        0.0014799213409423828    4270                     5.616133195969668        5.5462778936834365       0.14929015394253434      0.8957829459619466       0                        0                        0.9999533375             0.05                     0.09997314251304347      0.06659057198339724      0.01                     0.46299521723994985      2.5e-06                  0.645263671875           -4.7053523               3.4305387                
200                      0.2219182872109943       871455                   10.22153511547563        26.3891175330221         0.16496278263749095      0.8384540805661846       0                        0                        0.9891136125             0.05                     0.09392561150943039      0.003491879193688874     0.01                     0.282923859776929        2.5e-06                  0.1376953125             0.102027275              0.8153603                
400                      0.43662774085998535      1744027                  10.561691709074761       30.75537270058333        0.16269179966939332      0.8327172563083004       0                        0                        0.9782064625             0.05                     0.08820966165263885      0.0017615997143138884    0.01                     0.2973471261211671       2.5e-06                  0.121826171875           -0.09396545              0.58622617               
600                      0.6512343345748054       2617147                  11.236832200609989       37.02486788709416        0.16269179966939332      0.8327172563083004       0                        0                        0.9672924625             0.05                     0.08283829589688421      0.001656391119354339     0.01                     0.2882956439862028       2.5e-06                  0.11572265625            0.08508729               0.47446814               
800                      0.8647835185130437       3491079                  11.17862499543537        32.10011219664816        0.16269179966939332      0.8327172563083004       0                        0                        0.9563683125             0.05                     0.07778946439592999      0.0018364066977483162    0.01                     0.29023017873987556      2.5e-06                  0.08642578125            0.13868164               0.51994336               
1000                     1.0774779892630046       4370727                  11.290969005486392       35.47412726445715        0.16269179966939332      0.8327172563083004       0                        0                        0.9453727125             0.05                     0.07301831070842002      0.0020744272766251015    0.01                     0.2862740608397871       2.5e-06                  0.1259765625             -0.41867763              0.81643015               
1200                     1.2949438383844163       5251746                  11.128979978996291       36.98252160279411        0.16269179966939332      0.8327172563083004       0                        0                        0.934359975              0.05                     0.06853303064990793      0.002248988565952459     0.01                     0.29435834859032184      2.5e-06                  0.1181640625             -0.08436862              0.67288697               
1400                     1.5185993821091122       6150975                  11.731850752504837       36.68755812715693        0.16269179966939332      0.8327172563083004       0                        0                        0.9231196125000001       0.05000000000000001      0.06423903838879703      0.0020754436482093297    0.01                     0.287994914164301        2.5e-06                  0.106201171875           0.047417946              0.6864063                
1600                     1.7407089206907485       7042975                  12.630923284471343       37.53900950809039        0.16269179966939332      0.8327172563083004       0                        0                        0.9119700125             0.05                     0.06024555800550833      0.0015198229409634223    0.01                     0.28889078606152907      2.5e-06                  0.146484375              -0.108475335             0.53748184               
1800                     1.9641028563843832       7933962                  13.60358181684673        38.96789186193031        0.16269179966939332      0.8327172563083004       0                        0                        0.900829275              0.05                     0.05650321862658515      0.0025959233250887337    0.01                     0.28488017671043053      2.5e-06                  0.142578125              -0.053775698             0.71494585               
2000                     2.18459850900703         8806725                  14.089326835895863       45.73164403904616        0.16269179966939332      0.8327172563083004       0                        0                        0.8899239375000001       0.05000000000000001      0.05306520468559702      0.0032771652224576377    0.01                     0.27859356484430675      2.5e-06                  0.21185661764705882      -0.28253534              0.6330363                
2200                     2.43225182334582         9655403                  1.5981186624830972       1.79729619578485         0.16269179966939332      0.8327172563083004       0                        0                        0.8793141375             0.05                     0.04992123763736545      0.0002855331530611238    0.01                     4.103569319471717        2.5e-06                  0.852294921875           -0.020056786             0.27531585               
2400                     2.669195167620977        10494962                 2.548917713413071        3.062193535602992        0.16269179966939332      0.8327172563083004       0                        0                        0.8688192                0.05                     0.046994604609148276     0.0001853720869036124    0.01                     0.552592650114093        2.5e-06                  0.471435546875           -0.0024995895            0.18266869               
2600                     2.902500724726253        11353889                 4.120254873531755        5.075976312298325        0.16269179966939332      0.8327172563083004       0                        0                        0.8580817375             0.05                     0.04417782634692416      0.0005908882032628071    0.01                     0.38586234324611723      2.5e-06                  0.40673828125            0.052333303              0.42709064               
